Exchange Date,Portfolio
2006-11-13,1251883.623795183
2006-11-14,1256594.9507126901
2006-11-15,1254223.9803784022
2006-11-16,1249280.9160506653
2006-11-17,1253920.293477221
2006-11-20,1252885.8107855818
2006-11-21,1257478.5128959029
2006-11-22,1262199.5573280558
2006-11-24,1265648.0964245307
2006-11-27,1265419.8215335114
2006-11-28,1266624.6541586723
2006-11-29,1268813.6813551658
2006-11-30,1278988.5711080835
2006-12-01,1279025.4876008942
2006-12-04,1281164.8080691288
2006-12-05,1281353.9756189093
2006-12-06,1276663.4781444876
2006-12-07,1276721.8242345608
2006-12-08,1269798.9580578627
2006-12-11,1274211.2760883414
2006-12-12,1276116.6720751785
2006-12-13,1270659.4376960846
2006-12-14,1271322.3216634716
2006-12-15,1268786.7917451158
2006-12-18,1268305.9468974147
2006-12-19,1268879.813070148
2006-12-20,1270347.8163392968
2006-12-21,1271696.171039238
2006-12-22,1266377.816360469
2006-12-26,1270554.4921507807
2006-12-27,1271834.8986967453
2006-12-28,1272039.3124962656
2006-12-29,1272825.814536078
2007-01-03,1274664.6531845063
2007-01-04,1274446.757189411
2007-01-05,1263296.7949737257
2007-01-08,1264951.300112956
2007-01-09,1265733.3974569272
2007-01-10,1260222.4367823831
2007-01-11,1258980.5040933047
2007-01-12,1265194.0370490826
2007-01-16,1267267.3395000072
2007-01-17,1267388.030841988
2007-01-18,1267912.743885554
2007-01-19,1271497.693306839
2007-01-22,1273214.9684928583
2007-01-23,1276568.2168213606
2007-01-24,1278433.8476026554
2007-01-25,1270519.1258965856
2007-01-26,1268105.8388987787
2007-01-29,1265760.1806646828
2007-01-30,1270269.1691032448
2007-01-31,1277465.2236900586
2007-02-01,1281643.5023772132
2007-02-02,1280062.6116964212
2007-02-05,1281113.4551272932
2007-02-06,1287693.4743443476
2007-02-07,1289461.2079520489
2007-02-08,1291581.6091771456
2007-02-09,1288904.99458419
2007-02-12,1284685.3019779234
2007-02-13,1287471.4187472067
2007-02-14,1299374.7647046996
2007-02-15,1303342.8401128475
2007-02-16,1303624.9182805042
2007-02-20,1302640.3554429244
2007-02-21,1306615.3584080688
2007-02-22,1304668.0207165177
2007-02-23,1310268.457711652
2007-02-26,1316407.8135884556
2007-02-27,1307853.9963075232
2007-02-28,1303617.1180311637
2007-03-01,1298912.6413784728
2007-03-02,1291627.945965233
2007-03-05,1282693.2207155197
2007-03-06,1293102.2035779373
2007-03-07,1296233.5963305514
2007-03-08,1299630.0601190554
2007-03-09,1294899.8045784715
2007-03-12,1300037.4611920505
2007-03-13,1297026.9710015815
2007-03-14,1291921.8875965353
2007-03-15,1295278.697157972
2007-03-16,1296026.4416570296
2007-03-19,1299029.162888202
2007-03-20,1303930.2977617702
2007-03-21,1310937.2292118217
2007-03-22,1308581.6573578988
2007-03-23,1305698.6314396628
2007-03-26,1309016.9089029392
2007-03-27,1305593.6814378123
2007-03-28,1303786.4761323975
2007-03-29,1304296.0894841608
2007-03-30,1303713.2378860663
2007-04-02,1304886.5049525793
2007-04-03,1307274.9872194405
2007-04-04,1313776.089167572
2007-04-05,1312631.2592847317
2007-04-09,1308179.627158319
2007-04-10,1313097.0048965807
2007-04-11,1311650.1051512463
2007-04-12,1312258.1373688865
2007-04-13,1313960.6951849922
2007-04-16,1321916.5385005807
2007-04-17,1324991.0041365505
2007-04-18,1329617.7416528172
2007-04-19,1323909.8333835595
2007-04-20,1329430.6806236831
2007-04-23,1329376.6119181355
2007-04-24,1328846.4968582112
2007-04-25,1329158.2609787048
2007-04-26,1322396.7191501711
2007-04-27,1322753.7255810394
2007-04-30,1326071.8304407226
